row_num,Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
222,20-35,Male,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief","While Traveling","recommendations, Radio",4,Daily,"Lifestyle and Health",Educational,"Well known individuals",Shorter,"Very Satisfied"
223,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Rock,Night,"Relaxation and stress relief","leisure time",recommendations,2,Rarely,Comedy,Conversational,"Well known individuals",Both,Ok
224,20-35,Female,"More than 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, leisure time",recommendations,5,"Several times a week","Lifestyle and Health",Conversational,Both,Shorter,Ok
225,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","Workout session",Others,2,Rarely,"Lifestyle and Health",Conversational,Both,Shorter,Dissatisfied
226,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Podcast,Melody,Afternoon,"Relaxation and stress relief","leisure time",recommendations,5,"Once a week","Health and Fitness",Conversational,Both,Shorter,Satisfied
227,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","leisure time",recommendations,3,Never,"Food and cooking",None,None,None,Ok
228,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",5,Never,None,None,None,None,Ok
229,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Playlists,3,Daily,None,Educational,"unknown Podcasters",Shorter,Ok
230,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Family Plan-Rs 179/month",Music,Rap,Afternoon,"Relaxation and stress relief, Uplifting and motivational","While Traveling",Others,4,Daily,None,"Story telling","unknown Podcasters",Longer,Satisfied
231,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Morning,"Relaxation and stress relief","Office hours, Workout session",Others,3,Never,None,None,None,None,"Very Dissatisfied"
232,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","While Traveling",recommendations,4,Never,None,None,None,None,Ok
233,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Morning,"Relaxation and stress relief","Workout session",recommendations,4,Daily,Sports,None,Both,Shorter,Satisfied
234,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Morning,"Relaxation and stress relief, Sadness or melancholy","While Traveling",Playlists,4,Rarely,None,Interview,"Well known individuals",Longer,Satisfied
235,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling",Playlists,5,"Once a week",Comedy,"Story telling",Both,Both,"Very Satisfied"
236,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","Study Hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
237,20-35,Female,"Less than 6 months",Smartphone,"Premium (paid subscription)",No,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Playlists,5,Never,None,None,None,None,"Very Dissatisfied"
238,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,classical,Night,"Uplifting and motivational","While Traveling, Workout session",recommendations,4,"Several times a week",Comedy,"Story telling",Both,Shorter,Satisfied
239,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,"Several times a week","Health and Fitness","Story telling","Well known individuals",Shorter,"Very Satisfied"
240,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Sadness or melancholy","leisure time",Playlists,2,Never,None,None,"Well known individuals",Shorter,Satisfied
241,20-35,Female,"More than 2 years","Smartphone, Wearable devices","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,All,Night,"Uplifting and motivational","leisure time","recommendations, Playlists",5,"Once a week","Dance and Relevant cases ",Conversational,"unknown Podcasters",Shorter,Satisfied
242,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","Workout session",Playlists,5,"Once a week",Comedy,Interview,"Well known individuals",Shorter,Ok
243,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, Workout session",Others,5,Never,None,Conversational,"Well known individuals",Shorter,Ok
244,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,4,Never,Comedy,"Story telling","Well known individuals",Shorter,Ok
245,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,4,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
246,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",5,Rarely,"Lifestyle and Health",Conversational,"Well known individuals",Shorter,Ok
247,20-35,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",recommendations,3,Rarely,"Lifestyle and Health",Educational,Both,Shorter,Satisfied
248,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief","Study Hours",Playlists,5,Rarely,Comedy,"Story telling",Both,Both,Satisfied
249,20-35,Male,"6 months to 1 year","Smartphone, Computer or laptop","Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief","Office hours, Workout session",recommendations,5,"Several times a week",Sports,None,Both,Both,"Very Satisfied"
250,20-35,Male,"1 year to 2 years","Smartphone, Computer or laptop","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Afternoon,"Relaxation and stress relief","Office hours, Study Hours, While Traveling","recommendations, Playlists, Others",3,Rarely,Technology,Educational,Both,Shorter,Ok
251,20-35,Female,"Less than 6 months","Wearable devices","Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Morning,"Relaxation and stress relief","While Traveling",recommendations,3,Never,None,None,None,None,Ok
252,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,"Health and Fitness",Conversational,"Well known individuals",Shorter,Satisfied
253,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Podcast,classical,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Others",3,"Once a week","General knowledge ","Story telling",Both,Both,Satisfied
254,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio",3,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Shorter,Ok
255,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,All,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Random ","recommendations, Others",5,Rarely,None,None,None,None,Ok
256,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session",recommendations,3,Never,None,Educational,Both,Shorter,Ok
257,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Morning,"Relaxation and stress relief","Workout session",Playlists,4,Rarely,"Health and Fitness",Educational,"Well known individuals",Longer,Satisfied
258,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time","Playlists, Others",4,Rarely,None,"Story telling",Both,Both,Ok
259,20-35,Male,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Rap,Morning,"Relaxation and stress relief","Office hours",recommendations,4,Never,None,None,None,None,Ok
260,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Pop,Morning,"Relaxation and stress relief","While Traveling",Playlists,3,Rarely,"Lifestyle and Health",Conversational,"unknown Podcasters",Shorter,Ok
261,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,classical,Morning,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Daily,None,None,None,None,Ok
262,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",2,Never,None,"Story telling",None,Shorter,"Very Dissatisfied"
263,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Electronic/Dance,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Daily,Sports,Conversational,Both,Both,"Very Satisfied"
264,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Pop,Night,"Relaxation and stress relief","leisure time",Playlists,5,"Once a week","Lifestyle and Health",Interview,Both,Shorter,Dissatisfied
265,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Kpop,Night,"Uplifting and motivational","Study Hours, Workout session, leisure time",Others,5,Rarely,"Spiritual and devotional","Story telling",Both,Shorter,Satisfied
266,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","Study Hours, While Traveling",recommendations,5,"Several times a week",None,None,None,Both,Satisfied
267,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Rarely,Comedy,Interview,"Well known individuals",Both,Satisfied
268,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief","While Traveling, Workout session, leisure time","recommendations, Playlists",3,Rarely,Comedy,Conversational,Both,Shorter,Satisfied
269,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Morning,"Relaxation and stress relief","While Traveling",recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok
270,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Afternoon,"Social gatherings or parties","While Traveling",recommendations,4,Rarely,Comedy,Conversational,"unknown Podcasters",Shorter,Satisfied
271,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling, leisure time",Playlists,4,"Several times a week",Comedy,"Story telling",Both,Shorter,Ok
272,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Never,None,None,None,None,Ok
273,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,classical,Morning,"Uplifting and motivational","Workout session",Playlists,1,"Several times a week","Lifestyle and Health",Educational,"Well known individuals",Both,Satisfied
274,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Sadness or melancholy","While Traveling",Radio,3,"Once a week",Sports,Interview,"Well known individuals",Longer,Ok
275,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,classical,Afternoon,"Sadness or melancholy","While Traveling",Playlists,2,"Several times a week","Health and Fitness",Interview,"unknown Podcasters",Both,Ok
276,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Rap,Morning,"Uplifting and motivational","While Traveling",Radio,3,"Once a week","Lifestyle and Health",Interview,"unknown Podcasters",Longer,Satisfied
277,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Sadness or melancholy","Workout session",Radio,2,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Longer,Ok
278,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,classical,Afternoon,"Sadness or melancholy","Study Hours, While Traveling, leisure time","Playlists, Others",2,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Satisfied
279,20-35,Female,"6 months to 1 year","Computer or laptop, Wearable devices","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Podcast,Rap,Morning,"Uplifting and motivational","While Traveling, Workout session, leisure time","Playlists, Radio, Others",2,"Several times a week","Health and Fitness",Interview,"unknown Podcasters",Longer,Satisfied
280,20-35,Female,"1 year to 2 years","Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Podcast,Pop,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Radio",3,"Several times a week","Health and Fitness","Story telling",Both,Longer,Satisfied
281,20-35,Others,"1 year to 2 years","Computer or laptop","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Podcast,classical,Afternoon,"Uplifting and motivational","Study Hours, While Traveling, Workout session","Playlists, Radio, Others",3,"Once a week",Sports,Interview,"unknown Podcasters",Shorter,Ok
282,20-35,Female,"6 months to 1 year","Smartphone, Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",No,"Duo plan- Rs 149/month",Podcast,classical,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","Playlists, Others",2,"Several times a week","Health and Fitness",Interview,"unknown Podcasters",Longer,"Very Satisfied"
283,20-35,Female,"1 year to 2 years","Computer or laptop, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Others",3,"Once a week",Sports,Interview,"unknown Podcasters",Both,Ok
284,20-35,Female,"1 year to 2 years","Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Podcast,classical,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Radio",3,"Several times a week","Health and Fitness","Story telling","unknown Podcasters",Longer,Satisfied
285,20-35,Female,"6 months to 1 year","Computer or laptop, Smart speakers or voice assistants, Wearable devices","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Music,classical,Morning,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, Workout session","recommendations, Playlists, Radio",3,"Several times a week","Health and Fitness","Story telling","unknown Podcasters",Longer,Satisfied
286,20-35,Female,"6 months to 1 year","Computer or laptop, Smart speakers or voice assistants","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,classical,Afternoon,"Sadness or melancholy","While Traveling","Playlists, Radio",3,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Longer,Ok
287,20-35,Female,"1 year to 2 years","Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Sadness or melancholy","Workout session",Playlists,2,"Several times a week","Health and Fitness","Story telling",Both,Both,Dissatisfied
288,20-35,Female,"6 months to 1 year","Computer or laptop","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Music,classical,Night,"Sadness or melancholy","Workout session",Radio,3,"Several times a week","Health and Fitness","Story telling","unknown Podcasters",Both,Satisfied
289,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Others,4,Rarely,"Health and Fitness",None,Both,Shorter,Ok
290,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,Rap,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours",Playlists,3,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Satisfied
291,20-35,Male,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations,Others, Social media",3,Never,Comedy,Conversational,"Well known individuals",Longer,Ok
292,20-35,Female,"6 months to 1 year","Computer or laptop","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Music,Rap,Morning,"Uplifting and motivational","While Traveling",Radio,2,"Several times a week","Lifestyle and Health",Educational,"unknown Podcasters",Longer,Dissatisfied
293,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Music,classical,Night,"Sadness or melancholy","While Traveling",Others,3,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Dissatisfied
294,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","Radio, Others",3,"Several times a week","Lifestyle and Health",Interview,"unknown Podcasters",Longer,Satisfied
295,20-35,Female,"1 year to 2 years","Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours",recommendations,2,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Ok
296,20-35,Female,"1 year to 2 years","Computer or laptop","Premium (paid subscription)",No,"Duo plan- Rs 149/month",Podcast,Rap,Afternoon,"Uplifting and motivational","Workout session",Radio,2,"Several times a week","Health and Fitness",Interview,"unknown Podcasters",Both,Ok
297,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations, Radio, Others",2,"Once a week","Lifestyle and Health",Educational,"unknown Podcasters",Both,Ok
298,20-35,Female,"6 months to 1 year","Computer or laptop, Smart speakers or voice assistants","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,Rap,Afternoon,"Uplifting and motivational","Study Hours, While Traveling, Workout session","recommendations, Playlists, Radio",4,"Once a week",Sports,"Story telling","unknown Podcasters",Both,Ok
299,20-35,Female,"6 months to 1 year","Computer or laptop, Wearable devices","Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session","recommendations, Playlists, Radio",3,"Several times a week","Health and Fitness",Interview,"unknown Podcasters",Longer,Ok
300,20-35,Female,"6 months to 1 year","Computer or laptop, Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Podcast,Melody,Morning,"Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, While Traveling","Playlists, Others",3,"Several times a week","Lifestyle and Health","Story telling","unknown Podcasters",Longer,"Very Satisfied"
301,20-35,Others,"1 year to 2 years","Computer or laptop","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Music,classical,Afternoon,"Uplifting and motivational","While Traveling",Radio,2,"Once a week",Sports,"Story telling","unknown Podcasters",Longer,Satisfied
302,20-35,Female,"6 months to 1 year","Smart speakers or voice assistants","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Music,Melody,Afternoon,"Sadness or melancholy","While Traveling",Others,2,"Once a week",Sports,Conversational,Both,Longer,Ok
303,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Family Plan-Rs 179/month",Podcast,Melody,Afternoon,"Sadness or melancholy","Workout session",Others,3,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Longer,Satisfied
304,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Rap,Afternoon,"Sadness or melancholy","While Traveling",Radio,3,"Once a week",Sports,"Story telling","unknown Podcasters",Both,Ok
305,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties","leisure time","Others, Social media",2,Rarely,"Health and Fitness",Educational,"Well known individuals",Shorter,Ok
306,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief","leisure time",recommendations,4,Never,None,None,None,None,Ok
307,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time",recommendations,4,"Several times a week","Lifestyle and Health",Educational,"Well known individuals",Shorter,Satisfied
308,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","leisure time",Playlists,3,Never,None,None,None,None,Ok
309,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,classical,Night,"Sadness or melancholy","leisure time",Others,3,Never,None,None,None,None,Ok
310,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling",Playlists,4,"Several times a week",Comedy,"Story telling","unknown Podcasters",Shorter,"Very Satisfied"
311,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","recommendations, Playlists",5,Rarely,"Lifestyle and Health",Conversational,"Well known individuals",Shorter,Ok
312,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","While Traveling, Before bed ","recommendations, Playlists",3,Never,None,None,None,None,Satisfied
313,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Morning,"Relaxation and stress relief","While Traveling, leisure time",recommendations,4,Never,None,"Story telling",None,None,Ok
314,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Pop,Morning,"Uplifting and motivational","While Traveling, leisure time",Others,3,Never,None,None,None,None,Ok
315,20-35,Female,"6 months to 1 year",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Others",1,Rarely,"Finance related and current affairs","Story telling",Both,Shorter,Ok
316,20-35,Female,"6 months to 1 year","Smartphone, Wearable devices","Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session",Others,4,Never,"Food and cooking",None,None,None,Ok
317,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,None,None,Shorter,Ok
318,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","Office hours",Playlists,3,Rarely,None,"Story telling",Both,Both,Satisfied
319,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","leisure time","recommendations, Playlists",4,Rarely,Comedy,Conversational,"Well known individuals",Both,Ok
320,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Rap,Night,"Uplifting and motivational","leisure time","Playlists, Others",4,Rarely,"Lifestyle and Health",Educational,Both,Both,"Very Satisfied"
321,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,classical,Night,"Relaxation and stress relief","Workout session",recommendations,4,Rarely,Comedy,Conversational,Both,Shorter,Satisfied
322,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling",Radio,3,"Several times a week",None,None,None,None,Ok
323,20-35,Female,"More than 2 years","Smartphone, Wearable devices","Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session",Playlists,3,"Once a week","Lifestyle and Health","Story telling",Both,Both,Ok
324,20-35,Female,"Less than 6 months",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Afternoon,"Relaxation and stress relief","Office hours, While Traveling","recommendations, Playlists, Radio",5,Rarely,Comedy,"Story telling",Both,Shorter,Ok
325,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,5,Rarely,None,None,None,None,Satisfied
